,# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
2,384963,1513,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384963,1577,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384963,1880,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,384981,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,384981,1393,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,384981,1538,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,384981,1643,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,384981,1863,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385012,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385016,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385094,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385100,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385127,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385127,142,5,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385127,477,4,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385127,582,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385127,1349,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,385127,1481,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
6,385127,1556,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
7,385127,1827,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385134,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385142,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385142,1251,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385142,1371,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385142,1461,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385142,1774,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385152,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385153,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385153,105,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385153,190,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385153,267,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385153,589,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385168,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385168,1346,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385168,1473,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385168,1619,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385168,1816,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385178,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385194,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385194,1342,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385194,1398,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385260,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385281,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385281,414,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385281,449,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385281,1293,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385281,1329,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385284,1,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385284,24,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385284,96,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385284,145,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385285,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385285,144,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385286,1,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385286,332,11,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385311,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385312,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385324,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385324,1212,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385324,1299,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385324,1392,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385324,1728,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385354,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385355,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385355,468,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385355,582,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385355,658,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385383,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385386,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385386,20,16,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
0,385387,1,16,0.0,HLT_PFJet320_v31/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
1,385387,3,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385390,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385390,1324,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385390,1469,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385390,1569,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385391,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385391,174,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385408,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385415,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385422,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385423,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385423,219,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385423,320,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385423,382,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385424,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385424,320,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385437,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385443,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385443,1292,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385443,1407,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385443,1503,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385444,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385447,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385447,36,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385474,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385478,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385480,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385481,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385483,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385484,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385511,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385512,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385513,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385514,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385515,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385515,1089,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385515,1194,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385515,1294,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385515,1595,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385567,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385568,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385589,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385591,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385592,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385604,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385604,456,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385604,475,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385604,827,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385604,920,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
5,385604,1010,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385606,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385606,234,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385606,615,11,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385606,650,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385618,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385619,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385620,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385620,1063,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385620,1171,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385620,1338,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385620,1578,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385697,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385712,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385713,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385727,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385728,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385728,781,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385728,909,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385728,1002,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385738,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385738,1349,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385738,1483,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385738,1575,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385739,1,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385739,109,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385754,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385764,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385764,1347,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385764,1579,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385764,1597,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385764,1866,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385799,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385801,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385836,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385842,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385842,1051,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385842,1178,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385842,1270,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385842,1548,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385863,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385882,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385882,18,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385882,77,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385887,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385888,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385889,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385889,874,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385889,1015,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
3,385889,1140,9,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
4,385889,1413,10,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385908,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385915,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385915,621,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
2,385915,624,8,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385933,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385934,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385934,1158,7,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
0,385986,1,6,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
1,385986,121,4,32.0,HLT_PFJet320_v31/32,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
